images,pilltype_id,label_code_id,prod_code_id,is_ref,is_front,is_new,image_path,label
1090.jpg,00054-4728-25_8723C3EE,54,4728,False,False,False,fcn_mix_weight/dc_224/1090.jpg,00054-4728-25_8723C3EE
1100.jpg,00093-1052-01_AE29D76E,93,1052,False,False,False,fcn_mix_weight/dc_224/1100.jpg,00093-1052-01_AE29D76E
1109.jpg,00781-2054-01_A30ED1E6,781,2054,False,False,False,fcn_mix_weight/dc_224/1109.jpg,00781-2054-01_A30ED1E6
111.jpg,00023-9350-07_D4196A7B,23,9350,False,True,False,fcn_mix_weight/dc_224/111.jpg,00023-9350-07_D4196A7B
1110.jpg,65862-0144-01_5E212F49,65862,144,False,True,False,fcn_mix_weight/dc_224/1110.jpg,65862-0144-01_5E212F49
113.jpg,65862-0064-01_252392CC,65862,64,False,True,False,fcn_mix_weight/dc_224/113.jpg,65862-0064-01_252392CC
1138.jpg,00378-1823-01_D723EBAF,378,1823,False,False,False,fcn_mix_weight/dc_224/1138.jpg,00378-1823-01_D723EBAF
1144.jpg,00555-1021-01_D52B6AEB,555,1021,False,True,False,fcn_mix_weight/dc_224/1144.jpg,00555-1021-01_D52B6AEB
1154.jpg,00093-0576-06_DB23EDBF,93,576,False,False,False,fcn_mix_weight/dc_224/1154.jpg,00093-0576-06_DB23EDBF
1159.jpg,00093-7304-65_712F3889,93,7304,False,True,False,fcn_mix_weight/dc_224/1159.jpg,00093-7304-65_712F3889
1169.jpg,00555-1021-01_D52B6AEB,555,1021,False,False,False,fcn_mix_weight/dc_224/1169.jpg,00555-1021-01_D52B6AEB
1170.jpg,00172-2907-60_AA26D556,172,2907,False,True,False,fcn_mix_weight/dc_224/1170.jpg,00172-2907-60_AA26D556
1172.jpg,00378-2180-01_8F23479A,378,2180,False,False,False,fcn_mix_weight/dc_224/1172.jpg,00378-2180-01_8F23479A
1180.jpg,00777-3105-02_061C8364,777,3105,False,False,False,fcn_mix_weight/dc_224/1180.jpg,00777-3105-02_061C8364
1183.jpg,13811-0583-30_911DC8BE,13811,583,False,False,False,fcn_mix_weight/dc_224/1183.jpg,13811-0583-30_911DC8BE
1185.jpg,00597-0046-60_C01DE05F,597,46,False,True,False,fcn_mix_weight/dc_224/1185.jpg,00597-0046-60_C01DE05F
1187.jpg,00378-1105-01_D822EC47,378,1105,False,False,False,fcn_mix_weight/dc_224/1187.jpg,00378-1105-01_D822EC47
1196.jpg,00093-7243-06_7B293DD9,93,7243,False,False,False,fcn_mix_weight/dc_224/1196.jpg,00093-7243-06_7B293DD9
1204.jpg,62037-0577-01_10210878,62037,577,False,True,False,fcn_mix_weight/dc_224/1204.jpg,62037-0577-01_10210878
1205.jpg,00093-7464-56_132809F0,93,7464,False,True,False,fcn_mix_weight/dc_224/1205.jpg,00093-7464-56_132809F0
1208.jpg,51248-0151-03_5A1DAD5D,51248,151,False,False,False,fcn_mix_weight/dc_224/1208.jpg,51248-0151-03_5A1DAD5D
1216.jpg,00054-4728-25_8723C3EE,54,4728,False,False,False,fcn_mix_weight/dc_224/1216.jpg,00054-4728-25_8723C3EE
1220.jpg,00023-9350-07_D4196A7B,23,9350,False,True,False,fcn_mix_weight/dc_224/1220.jpg,00023-9350-07_D4196A7B
1221.jpg,00555-0484-01_092B84CC,555,484,False,False,False,fcn_mix_weight/dc_224/1221.jpg,00555-0484-01_092B84CC
123.jpg,00186-0520-60_C41DE20F,186,520,False,True,False,fcn_mix_weight/dc_224/123.jpg,00186-0520-60_C41DE20F
1232.jpg,66582-0313-31_931DC9AE,66582,313,False,True,False,fcn_mix_weight/dc_224/1232.jpg,66582-0313-31_931DC9AE
1236.jpg,00093-7287-89_D22FE95F,93,7287,False,False,False,fcn_mix_weight/dc_224/1236.jpg,00093-7287-89_D22FE95F
1237.jpg,00555-0969-02_0C300600,555,969,False,False,False,fcn_mix_weight/dc_224/1237.jpg,00555-0969-02_0C300600
1238.jpg,00093-4237-01_A323D19E,93,4237,False,False,False,fcn_mix_weight/dc_224/1238.jpg,00093-4237-01_A323D19E
1253.jpg,00378-1105-01_D822EC47,378,1105,False,True,False,fcn_mix_weight/dc_224/1253.jpg,00378-1105-01_D822EC47
1254.jpg,00093-7156-56_DF27EF8F,93,7156,False,True,False,fcn_mix_weight/dc_224/1254.jpg,00093-7156-56_DF27EF8F
1255.jpg,00781-1966-01_B5265AE2,781,1966,False,True,False,fcn_mix_weight/dc_224/1255.jpg,00781-1966-01_B5265AE2
1260.jpg,00093-2060-98_072983CC,93,2060,False,True,False,fcn_mix_weight/dc_224/1260.jpg,00093-2060-98_072983CC
1264.jpg,68462-0361-01_D222E917,68462,361,False,False,False,fcn_mix_weight/dc_224/1264.jpg,68462-0361-01_D222E917
1288.jpg,99207-0467-30_C11D60AB,99207,467,False,False,False,fcn_mix_weight/dc_224/1288.jpg,99207-0467-30_C11D60AB
1290.jpg,00093-5141-56_172D0B88,93,5141,False,False,False,fcn_mix_weight/dc_224/1290.jpg,00093-5141-56_172D0B88
1292.jpg,00002-3228-30_391E1C80,2,3228,False,False,False,fcn_mix_weight/dc_224/1292.jpg,00002-3228-30_391E1C80
1307.jpg,00378-2675-01_E52372EB,378,2675,False,False,False,fcn_mix_weight/dc_224/1307.jpg,00378-2675-01_E52372EB
132.jpg,62037-0577-01_10210878,62037,577,False,False,False,fcn_mix_weight/dc_224/132.jpg,62037-0577-01_10210878
1320.jpg,00378-1807-01_1A238D5C,378,1807,False,False,False,fcn_mix_weight/dc_224/1320.jpg,00378-1807-01_1A238D5C
1351.jpg,00172-4357-49_622DB11D,172,4357,False,False,False,fcn_mix_weight/dc_224/1351.jpg,00172-4357-49_622DB11D
1366.jpg,00093-5208-01_7C2BBE2D,93,5208,False,True,False,fcn_mix_weight/dc_224/1366.jpg,00093-5208-01_7C2BBE2D
1369.jpg,00172-2089-60_9C26CE66,172,2089,False,True,False,fcn_mix_weight/dc_224/1369.jpg,00172-2089-60_9C26CE66
1374.jpg,50111-0563-01_4B3025E1,50111,563,False,False,False,fcn_mix_weight/dc_224/1374.jpg,50111-0563-01_4B3025E1
1383.jpg,00093-7146-56_282B945C,93,7146,False,True,False,fcn_mix_weight/dc_224/1383.jpg,00093-7146-56_282B945C
1385.jpg,00555-0607-02_3F2F1F98,555,607,False,True,False,fcn_mix_weight/dc_224/1385.jpg,00555-0607-02_3F2F1F98
139.jpg,00093-0784-06_3D2B1E98,93,784,False,True,False,fcn_mix_weight/dc_224/139.jpg,00093-0784-06_3D2B1E98
1396.jpg,00603-3741-21_DD22EEE7,603,3741,False,True,False,fcn_mix_weight/dc_224/1396.jpg,00603-3741-21_DD22EEE7
1407.jpg,00093-7258-56_28301410,93,7258,False,True,False,fcn_mix_weight/dc_224/1407.jpg,00093-7258-56_28301410
1421.jpg,00555-0967-02_58302C71,555,967,False,True,False,fcn_mix_weight/dc_224/1421.jpg,00555-0967-02_58302C71
1429.jpg,00378-1823-01_D723EBAF,378,1823,False,False,False,fcn_mix_weight/dc_224/1429.jpg,00378-1823-01_D723EBAF
143.jpg,53489-0469-01_E92374FB,53489,469,False,False,False,fcn_mix_weight/dc_224/143.jpg,53489-0469-01_E92374FB
1438.jpg,00093-5455-28_822DC10E,93,5455,False,False,False,fcn_mix_weight/dc_224/1438.jpg,00093-5455-28_822DC10E
1441.jpg,00093-7114-98_8A2BC51E,93,7114,False,False,False,fcn_mix_weight/dc_224/1441.jpg,00093-7114-98_8A2BC51E
1445.jpg,00555-0969-02_0C300600,555,969,False,True,False,fcn_mix_weight/dc_224/1445.jpg,00555-0969-02_0C300600
1446.jpg,00093-7158-06_312B98DC,93,7158,False,True,False,fcn_mix_weight/dc_224/1446.jpg,00093-7158-06_312B98DC
1447.jpg,00378-1125-01_7E203F41,378,1125,False,True,False,fcn_mix_weight/dc_224/1447.jpg,00378-1125-01_7E203F41
1450.jpg,00093-3165-01_36231B28,93,3165,False,False,False,fcn_mix_weight/dc_224/1450.jpg,00093-3165-01_36231B28
1460.jpg,00093-1015-01_A929D4FE,93,1015,False,True,False,fcn_mix_weight/dc_224/1460.jpg,00093-1015-01_A929D4FE
1463.jpg,00555-9012-58_7A2FBD4D,555,9012,False,False,False,fcn_mix_weight/dc_224/1463.jpg,00555-9012-58_7A2FBD4D
1470.jpg,00173-0949-55_3219995C,173,949,False,False,False,fcn_mix_weight/dc_224/1470.jpg,00173-0949-55_3219995C
1472.jpg,00555-0967-02_58302C71,555,967,False,False,False,fcn_mix_weight/dc_224/1472.jpg,00555-0967-02_58302C71
1473.jpg,50111-0563-01_4B3025E1,50111,563,False,True,False,fcn_mix_weight/dc_224/1473.jpg,50111-0563-01_4B3025E1
1478.jpg,00597-0046-60_C01DE05F,597,46,False,True,False,fcn_mix_weight/dc_224/1478.jpg,00597-0046-60_C01DE05F
1479.jpg,00093-7155-98_4A21A50D,93,7155,False,False,False,fcn_mix_weight/dc_224/1479.jpg,00093-7155-98_4A21A50D
148.jpg,53489-0469-01_E92374FB,53489,469,False,False,False,fcn_mix_weight/dc_224/148.jpg,53489-0469-01_E92374FB
1480.jpg,00555-9026-58_202F901C,555,9026,False,True,False,fcn_mix_weight/dc_224/1480.jpg,00555-9026-58_202F901C
1482.jpg,00007-4642-13_8C18C666,7,4642,False,True,False,fcn_mix_weight/dc_224/1482.jpg,00007-4642-13_8C18C666
1494.jpg,00093-1052-01_AE29D76E,93,1052,False,False,False,fcn_mix_weight/dc_224/1494.jpg,00093-1052-01_AE29D76E
1503.jpg,50111-0309-01_8629434A,50111,309,False,True,False,fcn_mix_weight/dc_224/1503.jpg,50111-0309-01_8629434A
1506.jpg,63459-0404-30_A72D538A,63459,404,False,False,False,fcn_mix_weight/dc_224/1506.jpg,63459-0404-30_A72D538A
151.jpg,00093-0017-01_6629B33D,93,17,False,True,False,fcn_mix_weight/dc_224/151.jpg,00093-0017-01_6629B33D
1515.jpg,47335-0580-81_7212B945,47335,580,False,True,False,fcn_mix_weight/dc_224/1515.jpg,47335-0580-81_7212B945
1516.jpg,00093-7327-01_B02D580A,93,7327,False,False,False,fcn_mix_weight/dc_224/1516.jpg,00093-7327-01_B02D580A
1522.jpg,49884-0922-02_5E08AF65,49884,922,False,False,False,fcn_mix_weight/dc_224/1522.jpg,49884-0922-02_5E08AF65
1525.jpg,00172-2089-60_9C26CE66,172,2089,False,True,False,fcn_mix_weight/dc_224/1525.jpg,00172-2089-60_9C26CE66
1536.jpg,00078-0360-34_F015780B,78,360,False,False,False,fcn_mix_weight/dc_224/1536.jpg,00078-0360-34_F015780B
1545.jpg,00093-5256-68_8727C3AE,93,5256,False,True,False,fcn_mix_weight/dc_224/1545.jpg,00093-5256-68_8727C3AE
1546.jpg,59762-2003-01_EC1DF61F,59762,2003,False,False,False,fcn_mix_weight/dc_224/1546.jpg,59762-2003-01_EC1DF61F
1552.jpg,00074-1973-54_BE1DDF0E,74,1973,False,True,False,fcn_mix_weight/dc_224/1552.jpg,00074-1973-54_BE1DDF0E
1575.jpg,00378-2675-01_E52372EB,378,2675,False,True,False,fcn_mix_weight/dc_224/1575.jpg,00378-2675-01_E52372EB
1579.jpg,00093-7227-72_CC306663,93,7227,False,True,False,fcn_mix_weight/dc_224/1579.jpg,00093-7227-72_CC306663
1587.jpg,59762-1301-01_292114A8,59762,1301,False,True,False,fcn_mix_weight/dc_224/1587.jpg,59762-1301-01_292114A8
159.jpg,00093-0308-01_342B1A18,93,308,False,True,False,fcn_mix_weight/dc_224/159.jpg,00093-0308-01_342B1A18
1595.jpg,00777-3105-02_061C8364,777,3105,False,False,False,fcn_mix_weight/dc_224/1595.jpg,00777-3105-02_061C8364
1601.jpg,00555-0997-02_BC2F5E6A,555,997,False,True,False,fcn_mix_weight/dc_224/1601.jpg,00555-0997-02_BC2F5E6A
1603.jpg,00074-1973-54_BE1DDF0E,74,1973,False,True,False,fcn_mix_weight/dc_224/1603.jpg,00074-1973-54_BE1DDF0E
1623.jpg,00093-0784-06_3D2B1E98,93,784,False,True,False,fcn_mix_weight/dc_224/1623.jpg,00093-0784-06_3D2B1E98
1626.jpg,00002-3250-30_431E21C1,2,3250,False,True,False,fcn_mix_weight/dc_224/1626.jpg,00002-3250-30_431E21C1
1638.jpg,00078-0358-34_EA15750B,78,358,False,True,False,fcn_mix_weight/dc_224/1638.jpg,00078-0358-34_EA15750B
1639.jpg,00555-0059-02_A62DD30E,555,59,False,False,False,fcn_mix_weight/dc_224/1639.jpg,00555-0059-02_A62DD30E
1640.jpg,59762-5011-01_1D230EC8,59762,5011,False,True,False,fcn_mix_weight/dc_224/1640.jpg,59762-5011-01_1D230EC8
1644.jpg,00002-3251-30_451E2281,2,3251,False,False,False,fcn_mix_weight/dc_224/1644.jpg,00002-3251-30_451E2281
1647.jpg,00093-3123-01_EB26F597,93,3123,False,True,False,fcn_mix_weight/dc_224/1647.jpg,00093-3123-01_EB26F597
1656.jpg,00555-0485-27_0D2B86DC,555,485,False,True,False,fcn_mix_weight/dc_224/1656.jpg,00555-0485-27_0D2B86DC
1657.jpg,50111-0901-01_8B3245D2,50111,901,False,False,False,fcn_mix_weight/dc_224/1657.jpg,50111-0901-01_8B3245D2
166.jpg,00093-1003-01_B326D9D6,93,1003,False,False,False,fcn_mix_weight/dc_224/166.jpg,00093-1003-01_B326D9D6
1669.jpg,00378-1813-01_4823A43D,378,1813,False,False,False,fcn_mix_weight/dc_224/1669.jpg,00378-1813-01_4823A43D
1673.jpg,00591-5052-01_BD215E8A,591,5052,False,False,False,fcn_mix_weight/dc_224/1673.jpg,00591-5052-01_BD215E8A
1677.jpg,00555-0835-02_98214C5A,555,835,False,False,False,fcn_mix_weight/dc_224/1677.jpg,00555-0835-02_98214C5A
168.jpg,00555-9026-58_1B2F8DDC,555,9026,False,True,False,fcn_mix_weight/dc_224/168.jpg,00555-9026-58_1B2F8DDC
1686.jpg,00023-9350-07_D4196A7B,23,9350,False,False,False,fcn_mix_weight/dc_224/1686.jpg,00023-9350-07_D4196A7B
169.jpg,00093-7304-65_712F3889,93,7304,False,True,False,fcn_mix_weight/dc_224/169.jpg,00093-7304-65_712F3889
1692.jpg,67877-0147-01_D61DEB0F,67877,147,False,True,False,fcn_mix_weight/dc_224/1692.jpg,67877-0147-01_D61DEB0F
1700.jpg,00093-7287-89_D22FE95F,93,7287,False,False,False,fcn_mix_weight/dc_224/1700.jpg,00093-7287-89_D22FE95F
1703.jpg,00093-7227-72_CC306663,93,7227,False,False,False,fcn_mix_weight/dc_224/1703.jpg,00093-7227-72_CC306663
1705.jpg,00172-5033-60_BD2D5E9A,172,5033,False,True,False,fcn_mix_weight/dc_224/1705.jpg,00172-5033-60_BD2D5E9A
1707.jpg,00172-6359-60_CB2D658B,172,6359,False,False,False,fcn_mix_weight/dc_224/1707.jpg,00172-6359-60_CB2D658B
1708.jpg,00173-0933-08_2E1D970C,173,933,False,True,False,fcn_mix_weight/dc_224/1708.jpg,00173-0933-08_2E1D970C
171.jpg,55111-0343-30_4826A465,55111,343,False,True,False,fcn_mix_weight/dc_224/171.jpg,55111-0343-30_4826A465
1713.jpg,00093-5117-98_522D2929,93,5117,False,True,False,fcn_mix_weight/dc_224/1713.jpg,00093-5117-98_522D2929
1718.jpg,00093-3165-01_36231B28,93,3165,False,True,False,fcn_mix_weight/dc_224/1718.jpg,00093-3165-01_36231B28
1729.jpg,00093-7243-06_7B293DD9,93,7243,False,False,False,fcn_mix_weight/dc_224/1729.jpg,00093-7243-06_7B293DD9
1730.jpg,00378-1823-01_D723EBAF,378,1823,False,True,False,fcn_mix_weight/dc_224/1730.jpg,00378-1823-01_D723EBAF
1731.jpg,00093-8940-01_FB267DF3,93,8940,False,True,False,fcn_mix_weight/dc_224/1731.jpg,00093-8940-01_FB267DF3
1743.jpg,00172-4626-60_6B2DB59D,172,4626,False,False,False,fcn_mix_weight/dc_224/1743.jpg,00172-4626-60_6B2DB59D
1748.jpg,50111-0326-01_9C2F4E4A,50111,326,False,False,False,fcn_mix_weight/dc_224/1748.jpg,50111-0326-01_9C2F4E4A
1750.jpg,00093-7464-56_132809F0,93,7464,False,True,False,fcn_mix_weight/dc_224/1750.jpg,00093-7464-56_132809F0
176.jpg,00093-0225-06_8D2946DA,93,225,False,True,False,fcn_mix_weight/dc_224/176.jpg,00093-0225-06_8D2946DA
1760.jpg,00007-4642-13_8C18C666,7,4642,False,False,False,fcn_mix_weight/dc_224/1760.jpg,00007-4642-13_8C18C666
1768.jpg,50111-0326-01_9C2F4E4A,50111,326,False,True,False,fcn_mix_weight/dc_224/1768.jpg,50111-0326-01_9C2F4E4A
1777.jpg,54092-0189-81_381B9C6C,54092,189,False,False,False,fcn_mix_weight/dc_224/1777.jpg,54092-0189-81_381B9C6C
1781.jpg,50111-0308-01_1D268ED4,50111,308,False,True,False,fcn_mix_weight/dc_224/1781.jpg,50111-0308-01_1D268ED4
1786.jpg,00093-0926-06_9826CC56,93,926,False,True,False,fcn_mix_weight/dc_224/1786.jpg,00093-0926-06_9826CC56
179.jpg,00172-5411-46_552DAA8D,172,5411,False,False,False,fcn_mix_weight/dc_224/179.jpg,00172-5411-46_552DAA8D
1795.jpg,00078-0359-34_EC15765B,78,359,False,True,False,fcn_mix_weight/dc_224/1795.jpg,00078-0359-34_EC15765B
1802.jpg,60505-0065-00_412920F9,60505,65,False,True,False,fcn_mix_weight/dc_224/1802.jpg,60505-0065-00_412920F9
1804.jpg,00078-0360-34_F015780B,78,360,False,True,False,fcn_mix_weight/dc_224/1804.jpg,00078-0360-34_F015780B
1805.jpg,00591-3210-60_341C9A14,591,3210,False,True,False,fcn_mix_weight/dc_224/1805.jpg,00591-3210-60_341C9A14
1808.jpg,00093-7366-56_B12FD8DE,93,7366,False,True,False,fcn_mix_weight/dc_224/1808.jpg,00093-7366-56_B12FD8DE
1810.jpg,51248-0151-03_5A1DAD5D,51248,151,False,True,False,fcn_mix_weight/dc_224/1810.jpg,51248-0151-03_5A1DAD5D
1819.jpg,00093-0011-98_2829944C,93,11,False,True,False,fcn_mix_weight/dc_224/1819.jpg,00093-0011-98_2829944C
1825.jpg,00093-7294-01_812F40CA,93,7294,False,True,False,fcn_mix_weight/dc_224/1825.jpg,00093-7294-01_812F40CA
1829.jpg,00173-0785-01_AC18D656,173,785,False,True,False,fcn_mix_weight/dc_224/1829.jpg,00173-0785-01_AC18D656
1834.jpg,66213-0421-10_0815840C,66213,421,False,False,False,fcn_mix_weight/dc_224/1834.jpg,66213-0421-10_0815840C
1835.jpg,00378-1800-01_6823B45D,378,1800,False,True,False,fcn_mix_weight/dc_224/1835.jpg,00378-1800-01_6823B45D
1836.jpg,63459-0404-30_A72D538A,63459,404,False,True,False,fcn_mix_weight/dc_224/1836.jpg,63459-0404-30_A72D538A
1838.jpg,00093-0948-01_272B1388,93,948,False,False,False,fcn_mix_weight/dc_224/1838.jpg,00093-0948-01_272B1388
1843.jpg,00172-2662-46_592DAC9D,172,2662,False,False,False,fcn_mix_weight/dc_224/1843.jpg,00172-2662-46_592DAC9D
1852.jpg,00781-1966-01_B5265AE2,781,1966,False,True,False,fcn_mix_weight/dc_224/1852.jpg,00781-1966-01_B5265AE2
1853.jpg,00093-3196-53_C52DE2FF,93,3196,False,True,False,fcn_mix_weight/dc_224/1853.jpg,00093-3196-53_C52DE2FF
1856.jpg,50111-0308-01_1D268ED4,50111,308,False,False,False,fcn_mix_weight/dc_224/1856.jpg,50111-0308-01_1D268ED4
1858.jpg,00093-5208-01_7C2BBE2D,93,5208,False,False,False,fcn_mix_weight/dc_224/1858.jpg,00093-5208-01_7C2BBE2D
1876.jpg,51672-4030-01_D12668F3,51672,4030,False,False,False,fcn_mix_weight/dc_224/1876.jpg,51672-4030-01_D12668F3
1877.jpg,00603-3856-21_AC265632,603,3856,False,True,False,fcn_mix_weight/dc_224/1877.jpg,00603-3856-21_AC265632
1879.jpg,00173-0933-08_2E1D970C,173,933,False,False,False,fcn_mix_weight/dc_224/1879.jpg,00173-0933-08_2E1D970C
188.jpg,65862-0064-01_252392CC,65862,64,False,True,False,fcn_mix_weight/dc_224/188.jpg,65862-0064-01_252392CC
1881.jpg,00172-4626-60_6B2DB59D,172,4626,False,True,False,fcn_mix_weight/dc_224/1881.jpg,00172-4626-60_6B2DB59D
189.jpg,00093-8940-01_FB267DF3,93,8940,False,True,False,fcn_mix_weight/dc_224/189.jpg,00093-8940-01_FB267DF3
190.jpg,00093-3165-01_36231B28,93,3165,False,False,False,fcn_mix_weight/dc_224/190.jpg,00093-3165-01_36231B28
1906.jpg,54092-0189-81_381B9C6C,54092,189,False,True,False,fcn_mix_weight/dc_224/1906.jpg,54092-0189-81_381B9C6C
192.jpg,00093-0017-01_6629B33D,93,17,False,True,False,fcn_mix_weight/dc_224/192.jpg,00093-0017-01_6629B33D
1920.jpg,23635-0108-20_DC1DEE0F,23635,108,False,False,False,fcn_mix_weight/dc_224/1920.jpg,23635-0108-20_DC1DEE0F
1921.jpg,00093-5208-01_7C2BBE2D,93,5208,False,False,False,fcn_mix_weight/dc_224/1921.jpg,00093-5208-01_7C2BBE2D
1929.jpg,00093-2060-98_072983CC,93,2060,False,False,False,fcn_mix_weight/dc_224/1929.jpg,00093-2060-98_072983CC
1930.jpg,00093-7220-06_692934D9,93,7220,False,True,False,fcn_mix_weight/dc_224/1930.jpg,00093-7220-06_692934D9
1936.jpg,00093-0225-06_8D2946DA,93,225,False,True,False,fcn_mix_weight/dc_224/1936.jpg,00093-0225-06_8D2946DA
1940.jpg,00006-0112-54_131609E0,6,112,False,False,False,fcn_mix_weight/dc_224/1940.jpg,00006-0112-54_131609E0
1941.jpg,00145-0091-25_DD196ECB,145,91,False,False,False,fcn_mix_weight/dc_224/1941.jpg,00145-0091-25_DD196ECB
1944.jpg,62037-0999-10_C71D63AB,62037,999,False,False,False,fcn_mix_weight/dc_224/1944.jpg,62037-0999-10_C71D63AB
1956.jpg,51285-0082-97_E92F74EB,51285,82,False,True,False,fcn_mix_weight/dc_224/1956.jpg,51285-0082-97_E92F74EB
1957.jpg,00078-0360-34_F015780B,78,360,False,True,False,fcn_mix_weight/dc_224/1957.jpg,00078-0360-34_F015780B
1958.jpg,00173-0949-55_3219995C,173,949,False,True,False,fcn_mix_weight/dc_224/1958.jpg,00173-0949-55_3219995C
1973.jpg,00378-2073-01_C523E2AF,378,2073,False,True,False,fcn_mix_weight/dc_224/1973.jpg,00378-2073-01_C523E2AF
1983.jpg,00555-0485-27_0D2B86DC,555,485,False,True,False,fcn_mix_weight/dc_224/1983.jpg,00555-0485-27_0D2B86DC
1995.jpg,00093-7350-56_5B2D2DA9,93,7350,False,False,False,fcn_mix_weight/dc_224/1995.jpg,00093-7350-56_5B2D2DA9
20.jpg,00093-0154-01_6F29B7BD,93,154,False,False,False,fcn_mix_weight/dc_224/20.jpg,00093-0154-01_6F29B7BD
2009.jpg,00378-1823-01_D723EBAF,378,1823,False,True,False,fcn_mix_weight/dc_224/2009.jpg,00378-1823-01_D723EBAF
2016.jpg,00378-2180-01_8F23479A,378,2180,False,True,False,fcn_mix_weight/dc_224/2016.jpg,00378-2180-01_8F23479A
202.jpg,00777-3105-02_061C8364,777,3105,False,True,False,fcn_mix_weight/dc_224/202.jpg,00777-3105-02_061C8364
2033.jpg,00555-0969-02_0C300600,555,969,False,True,False,fcn_mix_weight/dc_224/2033.jpg,00555-0969-02_0C300600
2042.jpg,00603-3856-21_AC265632,603,3856,False,True,False,fcn_mix_weight/dc_224/2042.jpg,00603-3856-21_AC265632
2045.jpg,00555-0484-01_092B84CC,555,484,False,False,False,fcn_mix_weight/dc_224/2045.jpg,00555-0484-01_092B84CC
2051.jpg,00093-0576-06_DB23EDBF,93,576,False,False,False,fcn_mix_weight/dc_224/2051.jpg,00093-0576-06_DB23EDBF
2053.jpg,00555-9012-58_832FC1CE,555,9012,False,True,False,fcn_mix_weight/dc_224/2053.jpg,00555-9012-58_832FC1CE
2068.jpg,55111-0198-30_E022F067,55111,198,False,True,False,fcn_mix_weight/dc_224/2068.jpg,55111-0198-30_E022F067
2074.jpg,63459-0402-30_AB2D559A,63459,402,False,False,False,fcn_mix_weight/dc_224/2074.jpg,63459-0402-30_AB2D559A
2077.jpg,00173-0949-55_3219995C,173,949,False,False,False,fcn_mix_weight/dc_224/2077.jpg,00173-0949-55_3219995C
208.jpg,63459-0402-30_AB2D559A,63459,402,False,True,False,fcn_mix_weight/dc_224/208.jpg,63459-0402-30_AB2D559A
2083.jpg,00093-7208-56_E42FF25F,93,7208,False,True,False,fcn_mix_weight/dc_224/2083.jpg,00093-7208-56_E42FF25F
2094.jpg,00093-5141-56_172D0B88,93,5141,False,True,False,fcn_mix_weight/dc_224/2094.jpg,00093-5141-56_172D0B88
2099.jpg,59762-1301-01_292114A8,59762,1301,False,True,False,fcn_mix_weight/dc_224/2099.jpg,59762-1301-01_292114A8
2111.jpg,50111-0901-01_8B3245D2,50111,901,False,False,False,fcn_mix_weight/dc_224/2111.jpg,50111-0901-01_8B3245D2
2113.jpg,60505-0065-00_412920F9,60505,65,False,True,False,fcn_mix_weight/dc_224/2113.jpg,60505-0065-00_412920F9
2114.jpg,00093-7327-01_B02D580A,93,7327,False,False,False,fcn_mix_weight/dc_224/2114.jpg,00093-7327-01_B02D580A
2116.jpg,00172-3761-60_5226A915,172,3761,False,False,False,fcn_mix_weight/dc_224/2116.jpg,00172-3761-60_5226A915
